x,y,z,p,i,j,s,val-esp
0.4,0.2,20.0,1000.0,20.0,99.455,13.264.502.315.156.900,92.358
0.4,0.2,20.0,1000.0,20.0,99.644,14.660.765.716.752.300,9.948
0.4,0.2,20.0,1000.0,20.0,99.832,0.0,12.588
0.4,0.2,20.0,1000.0,20.0,62.119,1.396.263.401.595.460,26.083
0.4,0.2,20.0,1000.0,20.0,75.248,2.792.526.803.190.920,55.345
0.4,0.2,20.0,1000.0,20.0,84.059,418.879.020.478.639,99.033
0.4,0.2,20.0,1000.0,20.0,9.011,5.585.053.606.381.850,15.697
0.4,0.2,20.0,1000.0,20.0,93.974,6.981.317.007.977.310,2.246
0.4,0.2,20.0,1000.0,20.0,95.671,8.377.580.409.572.780,29.676
0.4,0.2,20.0,1000.0,20.0,96.767,9.773.843.811.168.240,36.895
0.4,0.2,3.0,1000.0,20.0,23.243,1.117.010.721.276.370,10.036
0.4,0.2,3.0,1000.0,20.0,1.1542,12.566.370.614.359.100,57.708
0.4,0.2,3.0,1000.0,20.0,1.196,13.962.634.015.954.600,68.211
0.4,0.2,3.0,1000.0,20.0,1.2342,153.588.974.175.501,78.158
0.4,0.2,3.0,1000.0,20.0,1.295,698.131.700.797.731,20.401
0.4,0.2,3.0,1000.0,20.0,1.326,2.094.395.102.393.190,31.298
0.4,0.2,3.0,1000.0,20.0,1.3568,3.490.658.503.988.650,45.028
0.4,0.2,3.0,1000.0,20.0,1.3866,4.886.921.905.584.120,61.791
0.4,0.2,3.0,1000.0,20.0,1.4149,6.283.185.307.179.580,80.961
0.4,0.2,3.0,1000.0,20.0,1.4396,767.944.870.877.505,10.184
0.4,0.2,3.0,1000.0,20.0,45.645,9.075.712.110.370.510,33.874
0.4,0.2,3.0,1000.0,20.0,1.4631,10.471.975.511.965.900,13.557
0.4,0.2,3.0,1000.0,20.0,65.853,11.868.238.913.561.400,86.597
0.4,0.2,3.0,1000.0,20.0,8.179,13.264.502.315.156.900,15.107
0.4,0.2,3.0,1000.0,20.0,9.305,14.660.765.716.752.300,22.139
0.4,0.2,3.0,1000.0,20.0,1.0257,0.0,62.663
0.4,0.2,3.0,1000.0,20.0,1.0674,1.396.263.401.595.460,12.275
0.4,0.2,3.0,1000.0,20.0,1.1109,2.792.526.803.190.920,18.766
0.4,0.2,4.0,1000.0,20.0,24.998,418.879.020.478.639,"5,75E-01"
0.4,0.2,4.0,1000.0,20.0,1.0967,5.585.053.606.381.850,3.577
0.4,0.2,4.0,1000.0,20.0,1.1262,6.981.317.007.977.310,47.543
0.4,0.2,4.0,1000.0,20.0,1.1537,8.377.580.409.572.780,60.555
0.4,0.2,4.0,1000.0,20.0,1.1769,9.773.843.811.168.240,74.267
0.4,0.2,4.0,1000.0,20.0,1.1961,1.117.010.721.276.370,88.141
0.4,0.2,4.0,1000.0,20.0,1.2163,12.566.370.614.359.100,10.167
0.4,0.2,4.0,1000.0,20.0,1.2369,13.962.634.015.954.600,11.429
0.4,0.2,4.0,1000.0,20.0,1.2572,153.588.974.175.501,12.537
0.4,0.2,4.0,1000.0,20.0,1.2949,698.131.700.797.731,29.143
0.4,0.2,4.0,1000.0,20.0,48.801,2.094.395.102.393.190,15.341
0.4,0.2,4.0,1000.0,20.0,1.3109,3.490.658.503.988.650,60.109
0.4,0.2,4.0,1000.0,20.0,69.339,4.886.921.905.584.120,53.455
0.4,0.2,4.0,1000.0,20.0,83.806,6.283.185.307.179.580,10.787
0.4,0.2,4.0,1000.0,20.0,92.852,767.944.870.877.505,17.882
0.4,0.2,4.0,1000.0,20.0,988,9.075.712.110.370.510,26
0.4,0.2,4.0,1000.0,20.0,1.1998,10.471.975.511.965.900,34.573
0.4,0.2,4.0,1000.0,20.0,1.0367,11.868.238.913.561.400,43.705
0.4,0.2,4.0,1000.0,20.0,1.0667,13.264.502.315.156.900,53.193
0.4,0.2,6.0,1000.0,20.0,26.749,14.660.765.716.752.300,14.487
0.4,0.2,6.0,1000.0,20.0,1.0562,0.0,95.118
0.4,0.2,6.0,1000.0,20.0,1.0732,1.396.263.401.595.460,22.848
0.4,0.2,6.0,1000.0,20.0,1.0891,2.792.526.803.190.920,33.416
0.4,0.2,6.0,1000.0,20.0,1.1031,418.879.020.478.639,46.086
0.4,0.2,6.0,1000.0,20.0,1.1147,5.585.053.606.381.850,61.124
0.4,0.2,6.0,1000.0,20.0,1.1249,6.981.317.007.977.310,777
0.4,0.2,6.0,1000.0,20.0,1.1356,8.377.580.409.572.780,94.843
0.4,0.2,6.0,1000.0,20.0,1.1468,9.773.843.811.168.240,11.189
0.4,0.2,6.0,1000.0,20.0,1.1578,1.117.010.721.276.370,12.838
0.4,0.2,6.0,1000.0,20.0,51.729,12.566.370.614.359.100,53.516
0.4,0.2,6.0,1000.0,20.0,1.1684,13.962.634.015.954.600,14.837
0.4,0.2,6.0,1000.0,20.0,71.776,153.588.974.175.501,1.179
0.4,0.2,6.0,1000.0,20.0,93.446,698.131.700.797.731,70.961
0.4,0.2,6.0,1000.0,20.0,96.988,2.094.395.102.393.190,12.447
0.4,0.2,6.0,1000.0,20.0,98.936,3.490.658.503.988.650,18.954
0.4,0.2,6.0,1000.0,20.0,1.1965,4.886.921.905.584.120,2.714
0.4,0.2,6.0,1000.0,20.0,1.0215,6.283.185.307.179.580,36.861
0.4,0.4,10.0,1000.0,10.0,18.354,767.944.870.877.505,"3,41E-01"
0.4,0.4,10.0,1000.0,10.0,9.867,9.075.712.110.370.510,25.301
0.4,0.4,10.0,1000.0,10.0,9.935,10.471.975.511.965.900,29.475
0.4,0.4,10.0,1000.0,10.0,99.901,11.868.238.913.561.400,3.363
0.4,0.4,10.0,1000.0,10.0,1.1945,13.264.502.315.156.900,37.641
0.4,0.4,10.0,1000.0,10.0,1.0105,14.660.765.716.752.300,41.493
0.4,0.4,10.0,1000.0,10.0,1.0245,0.0,12.374
0.4,0.4,10.0,1000.0,10.0,1.0316,1.396.263.401.595.460,26.246
0.4,0.4,10.0,1000.0,10.0,1.0384,2.792.526.803.190.920,34.544
0.4,0.4,10.0,1000.0,10.0,1.0446,418.879.020.478.639,42.021
0.4,0.4,10.0,1000.0,10.0,36.379,5.585.053.606.381.850,11.684
0.4,0.4,10.0,1000.0,10.0,1.0502,6.981.317.007.977.310,53.646
0.4,0.4,10.0,1000.0,10.0,53.705,8.377.580.409.572.780,31.357
0.4,0.4,10.0,1000.0,10.0,69.631,9.773.843.811.168.240,58.876
0.4,0.4,10.0,1000.0,10.0,82.313,1.117.010.721.276.370,93.188
0.4,0.4,10.0,1000.0,10.0,90.304,12.566.370.614.359.100,12.974
0.4,0.4,10.0,1000.0,10.0,94.605,13.962.634.015.954.600,16.626
0.4,0.4,10.0,1000.0,10.0,96.658,153.588.974.175.501,20.225
0.4,0.4,20.0,1000.0,10.0,19.426,698.131.700.797.731,"2,71E-01"
0.4,0.4,20.0,1000.0,10.0,97.531,2.094.395.102.393.190,18.152
0.4,0.4,20.0,1000.0,10.0,97.927,3.490.658.503.988.650,23.476
0.4,0.4,20.0,1000.0,10.0,98.299,4.886.921.905.584.120,28.718
0.4,0.4,20.0,1000.0,10.0,9.862,6.283.185.307.179.580,34.022
0.4,0.4,20.0,1000.0,10.0,98.922,767.944.870.877.505,39.333
0.4,0.4,20.0,1000.0,10.0,99.194,9.075.712.110.370.510,44.539
0.4,0.4,20.0,1000.0,10.0,99.447,10.471.975.511.965.900,49.256
0.4,0.4,20.0,1000.0,10.0,99.686,11.868.238.913.561.400,53.726
0.4,0.4,20.0,1000.0,10.0,99.903,13.264.502.315.156.900,5.793
0.4,0.4,20.0,1000.0,10.0,1.2011,14.660.765.716.752.300,61.929
0.4,0.4,20.0,1000.0,10.0,1.1932,0.0,14.686
0.4,0.4,20.0,1000.0,10.0,56.503,1.396.263.401.595.460,24.468
0.4,0.4,20.0,1000.0,10.0,72.637,2.792.526.803.190.920,46.198
0.4,0.4,20.0,1000.0,10.0,84.398,418.879.020.478.639,76.941
0.4,0.4,20.0,1000.0,10.0,91.352,5.585.053.606.381.850,11.442
0.4,0.4,20.0,1000.0,10.0,94.713,6.981.317.007.977.310,15.514
0.4,0.4,20.0,1000.0,10.0,96.471,8.377.580.409.572.780,19.728
0.4,0.4,20.0,1000.0,10.0,9.702,9.773.843.811.168.240,23.824
0.2,1.0,20.0,100.0,5.0,6.241,767.944.870.877.505,"1,10E-01"
0.2,1.0,20.0,100.0,5.0,61.263,9.075.712.110.370.510,99.421
0.2,1.0,20.0,100.0,5.0,6.703,10.471.975.511.965.900,11.934
0.2,1.0,20.0,100.0,5.0,72.673,11.868.238.913.561.400,14.124
0.2,1.0,20.0,100.0,5.0,78.162,13.264.502.315.156.900,16.568
0.2,1.0,20.0,100.0,5.0,92.706,0.0,1.745
0.2,1.0,20.0,100.0,5.0,96.079,1.396.263.401.595.460,30.116
0.2,1.0,20.0,100.0,5.0,97.493,2.792.526.803.190.920,34.623
0.2,1.0,20.0,100.0,5.0,98.594,418.879.020.478.639,37.516
0.2,1.0,20.0,100.0,5.0,12.482,5.585.053.606.381.850,"4,21E-01"
0.2,1.0,20.0,100.0,5.0,99.695,6.981.317.007.977.310,39.235
0.2,1.0,20.0,100.0,5.0,1.872,8.377.580.409.572.780,"9,03E-01"
0.2,1.0,20.0,100.0,5.0,24.933,9.773.843.811.168.240,15.869
0.2,1.0,20.0,100.0,5.0,3.112,1.117.010.721.276.370,24.464
0.4,0.4,3.0,1000.0,10.0,24.174,1.117.010.721.276.370,"7,02E-01"
0.4,0.4,3.0,1000.0,10.0,1.2197,12.566.370.614.359.100,42.969
0.4,0.4,3.0,1000.0,10.0,1.2578,13.962.634.015.954.600,50.013
0.4,0.4,3.0,1000.0,10.0,1.2924,153.588.974.175.501,5.682
0.4,0.4,3.0,1000.0,10.0,1.3645,698.131.700.797.731,29.971
0.4,0.4,3.0,1000.0,10.0,1.3984,2.094.395.102.393.190,40.345
0.4,0.4,3.0,1000.0,10.0,1.4292,3.490.658.503.988.650,50.261
0.4,0.4,3.0,1000.0,10.0,1.4563,4.886.921.905.584.120,61.555
0.4,0.4,3.0,1000.0,10.0,1.4848,6.283.185.307.179.580,7.397
0.4,0.4,3.0,1000.0,10.0,1.513,767.944.870.877.505,87.046
0.4,0.4,3.0,1000.0,10.0,47.847,9.075.712.110.370.510,25.451
0.4,0.4,3.0,1000.0,10.0,1.5406,10.471.975.511.965.900,1.057
0.4,0.4,3.0,1000.0,10.0,7.008,11.868.238.913.561.400,62.943
0.4,0.4,3.0,1000.0,10.0,87.637,13.264.502.315.156.900,11.005
0.4,0.4,3.0,1000.0,10.0,98.056,14.660.765.716.752.300,16.065
0.4,0.4,3.0,1000.0,10.0,1.0693,0.0,95.651
0.4,0.4,3.0,1000.0,10.0,1.1217,1.396.263.401.595.460,16.673
0.4,0.4,3.0,1000.0,10.0,1.1725,2.792.526.803.190.920,22.091
0.4,0.4,4.0,1000.0,10.0,25.354,418.879.020.478.639,"5,17E-01"
0.4,0.4,4.0,1000.0,10.0,1.1451,5.585.053.606.381.850,3.294
0.4,0.4,4.0,1000.0,10.0,1.1735,6.981.317.007.977.310,408
0.4,0.4,4.0,1000.0,10.0,1.1969,8.377.580.409.572.780,49.117
0.4,0.4,4.0,1000.0,10.0,1.2211,9.773.843.811.168.240,57.472
0.4,0.4,4.0,1000.0,10.0,1.2455,1.117.010.721.276.370,65.963
0.4,0.4,4.0,1000.0,10.0,1.269,12.566.370.614.359.100,74.106
0.4,0.4,4.0,1000.0,10.0,1.291,13.962.634.015.954.600,8.186
0.4,0.4,4.0,1000.0,10.0,1.3099,153.588.974.175.501,89.094
0.4,0.4,4.0,1000.0,10.0,1.3461,698.131.700.797.731,40.843
0.4,0.4,4.0,1000.0,10.0,50.016,2.094.395.102.393.190,18.534
0.4,0.4,4.0,1000.0,10.0,1.3645,3.490.658.503.988.650,65.574
0.4,0.4,4.0,1000.0,10.0,72.661,4.886.921.905.584.120,48.968
0.4,0.4,4.0,1000.0,10.0,88.855,6.283.185.307.179.580,93.053
0.4,0.4,4.0,1000.0,10.0,96.321,767.944.870.877.505,14.415
0.4,0.4,4.0,1000.0,10.0,1.1937,9.075.712.110.370.510,19.955
0.4,0.4,4.0,1000.0,10.0,1.0377,10.471.975.511.965.900,2.575
0.4,0.4,4.0,1000.0,10.0,1.0747,11.868.238.913.561.400,31.924
0.4,0.4,4.0,1000.0,10.0,1.111,13.264.502.315.156.900,38.222
0.4,0.4,6.0,1000.0,10.0,27.051,14.660.765.716.752.300,"9,74E-01"
0.4,0.4,6.0,1000.0,10.0,1.0948,0.0,13.997
0.4,0.4,6.0,1000.0,10.0,1.1105,1.396.263.401.595.460,28.404
0.4,0.4,6.0,1000.0,10.0,1.1239,2.792.526.803.190.920,37.571
0.4,0.4,6.0,1000.0,10.0,1.1375,418.879.020.478.639,46.891
0.4,0.4,6.0,1000.0,10.0,1.1517,5.585.053.606.381.850,56.805
0.4,0.4,6.0,1000.0,10.0,1.1653,6.981.317.007.977.310,67.249
0.4,0.4,6.0,1000.0,10.0,1.1779,8.377.580.409.572.780,77.717
0.4,0.4,6.0,1000.0,10.0,1.189,9.773.843.811.168.240,87.627
0.4,0.4,6.0,1000.0,10.0,1.1991,1.117.010.721.276.370,97.136
0.4,0.4,6.0,1000.0,10.0,53.159,12.566.370.614.359.100,35.838
0.4,0.4,6.0,1000.0,10.0,1.2091,13.962.634.015.954.600,10.721
0.4,0.4,6.0,1000.0,10.0,76.114,153.588.974.175.501,80.872
0.4,0.4,6.0,1000.0,10.0,96.637,698.131.700.797.731,89.758
0.4,0.4,6.0,1000.0,10.0,98.974,2.094.395.102.393.190,14.302
0.4,0.4,6.0,1000.0,10.0,1.0108,3.490.658.503.988.650,19.577
0.4,0.4,6.0,1000.0,10.0,1.0313,4.886.921.905.584.120,25.474
0.4,0.4,6.0,1000.0,10.0,1.0538,6.283.185.307.179.580,32.141
0.4,0.6,10.0,1000.0,6.667,13.634,767.944.870.877.505,"1,51E-01"
0.4,0.6,10.0,1000.0,6.667,96.565,9.075.712.110.370.510,1.351
0.4,0.6,10.0,1000.0,6.667,97.788,10.471.975.511.965.900,15.733
0.4,0.6,10.0,1000.0,6.667,98.406,11.868.238.913.561.400,17.918
0.4,0.6,10.0,1000.0,6.667,99.024,13.264.502.315.156.900,20.079
0.4,0.6,10.0,1000.0,6.667,99.536,14.660.765.716.752.300,22.162
0.4,0.6,10.0,1000.0,6.667,1.1948,0.0,10.891
0.4,0.6,10.0,1000.0,6.667,1.1997,1.396.263.401.595.460,19.268
0.4,0.6,10.0,1000.0,6.667,1.0154,2.792.526.803.190.920,23.942
0.4,0.6,10.0,1000.0,6.667,1.0215,418.879.020.478.639,27.649
0.4,0.6,10.0,1000.0,6.667,27.186,5.585.053.606.381.850,"5,53E-01"
0.4,0.6,10.0,1000.0,6.667,1.0275,6.981.317.007.977.310,32.172
0.4,0.6,10.0,1000.0,6.667,40.539,8.377.580.409.572.780,13.514
0.4,0.6,10.0,1000.0,6.667,53.557,9.773.843.811.168.240,24.897
0.4,0.6,10.0,1000.0,6.667,6.601,1.117.010.721.276.370,39.968
0.4,0.6,10.0,1000.0,6.667,7.735,12.566.370.614.359.100,58.327
0.4,0.6,10.0,1000.0,6.667,86.333,13.962.634.015.954.600,78.529
0.4,0.6,10.0,1000.0,6.667,92.146,153.588.974.175.501,98.872
0.4,0.6,20.0,100.0,6.667,7.922,767.944.870.877.505,"5,14E-01"
0.4,0.6,20.0,100.0,6.667,80.878,10.471.975.511.965.900,63.806
0.4,0.6,20.0,100.0,6.667,85.663,11.868.238.913.561.400,76.269
0.4,0.6,20.0,100.0,6.667,89.441,13.264.502.315.156.900,88.651
0.4,0.6,20.0,100.0,6.667,92.189,14.660.765.716.752.300,10.057
0.4,0.6,20.0,100.0,6.667,9.518,0.0,5.578
0.4,0.6,20.0,100.0,6.667,96.116,1.396.263.401.595.460,10.321
0.4,0.6,20.0,100.0,6.667,96.544,2.792.526.803.190.920,12.781
0.4,0.6,20.0,100.0,6.667,96.871,418.879.020.478.639,14.568
0.4,0.6,20.0,100.0,6.667,15.839,5.585.053.606.381.850,18.646
0.4,0.6,20.0,100.0,6.667,23.714,8.377.580.409.572.780,45.434
0.4,0.6,20.0,100.0,6.667,31.525,9.773.843.811.168.240,84.213
0.4,0.6,20.0,100.0,6.667,39.251,1.117.010.721.276.370,13.569
0.4,0.6,20.0,100.0,6.667,46.862,12.566.370.614.359.100,19.957
0.4,0.6,20.0,100.0,6.667,54.324,13.962.634.015.954.600,2.748
0.4,0.6,20.0,100.0,6.667,61.576,153.588.974.175.501,3.599
0.4,0.6,20.0,1000.0,6.667,18.242,698.131.700.797.731,"2,52E-01"
0.4,0.6,20.0,1000.0,6.667,97.712,2.094.395.102.393.190,16.258
0.4,0.6,20.0,1000.0,6.667,98.126,3.490.658.503.988.650,2.024
0.4,0.6,20.0,1000.0,6.667,98.515,4.886.921.905.584.120,23.866
0.4,0.6,20.0,1000.0,6.667,98.849,6.283.185.307.179.580,2.732
0.4,0.6,20.0,1000.0,6.667,9.916,767.944.870.877.505,30.604
0.4,0.6,20.0,1000.0,6.667,99.448,9.075.712.110.370.510,3.376
0.4,0.6,20.0,1000.0,6.667,99.707,10.471.975.511.965.900,36.787
0.4,0.6,20.0,1000.0,6.667,99.955,11.868.238.913.561.400,39.615
0.4,0.6,20.0,1000.0,6.667,1.2019,13.264.502.315.156.900,42.367
0.4,0.6,20.0,1000.0,6.667,1.1941,14.660.765.716.752.300,45.077
0.4,0.6,20.0,1000.0,6.667,1.1964,0.0,16.067
0.4,0.6,20.0,1000.0,6.667,53.679,1.396.263.401.595.460,22.363
0.4,0.6,20.0,1000.0,6.667,70.005,2.792.526.803.190.920,39.616
0.4,0.6,20.0,1000.0,6.667,83.448,418.879.020.478.639,62.875
0.4,0.6,20.0,1000.0,6.667,91.725,5.585.053.606.381.850,90.488
0.4,0.6,20.0,1000.0,6.667,9.534,6.981.317.007.977.310,11.956
0.4,0.6,20.0,1000.0,6.667,96.442,8.377.580.409.572.780,14.863
0.4,0.6,20.0,1000.0,6.667,97.196,9.773.843.811.168.240,17.756
0.4,0.6,3.0,1000.0,6.667,25.937,1.117.010.721.276.370,"6,04E-01"
0.4,0.6,3.0,1000.0,6.667,1.265,12.566.370.614.359.100,3.577
0.4,0.6,3.0,1000.0,6.667,1.3053,13.962.634.015.954.600,41.195
0.4,0.6,3.0,1000.0,6.667,1.3462,153.588.974.175.501,46.625
0.4,0.6,3.0,1000.0,6.667,1.4214,698.131.700.797.731,36.175
0.4,0.6,3.0,1000.0,6.667,1.4524,2.094.395.102.393.190,46.061
0.4,0.6,3.0,1000.0,6.667,1.4841,3.490.658.503.988.650,53.601
0.4,0.6,3.0,1000.0,6.667,1.5157,4.886.921.905.584.120,61.497
0.4,0.6,3.0,1000.0,6.667,1.5463,6.283.185.307.179.580,69.906
0.4,0.6,3.0,1000.0,6.667,1.5744,767.944.870.877.505,7.856
0.4,0.6,3.0,1000.0,6.667,51.402,9.075.712.110.370.510,22.473
0.4,0.6,3.0,1000.0,6.667,1.6005,10.471.975.511.965.900,89.738
0.4,0.6,3.0,1000.0,6.667,75.255,11.868.238.913.561.400,53.281
0.4,0.6,3.0,1000.0,6.667,92.663,13.264.502.315.156.900,92.303
0.4,0.6,3.0,1000.0,6.667,1.2002,14.660.765.716.752.300,13.301
0.4,0.6,3.0,1000.0,6.667,1.1139,0.0,11.963
0.4,0.6,3.0,1000.0,6.667,1.1719,1.396.263.401.595.460,19.338
0.4,0.6,3.0,1000.0,6.667,1.224,2.792.526.803.190.920,24.268
0.4,0.6,4.0,1000.0,6.667,27.078,418.879.020.478.639,"5,26E-01"
0.4,0.6,4.0,1000.0,6.667,1.1819,5.585.053.606.381.850,31.641
0.4,0.6,4.0,1000.0,6.667,1.2082,6.981.317.007.977.310,37.311
0.4,0.6,4.0,1000.0,6.667,1.2363,8.377.580.409.572.780,4.325
0.4,0.6,4.0,1000.0,6.667,1.2635,9.773.843.811.168.240,49.341
0.4,0.6,4.0,1000.0,6.667,1.2887,1.117.010.721.276.370,55.399
0.4,0.6,4.0,1000.0,6.667,1.3104,12.566.370.614.359.100,6.137
0.4,0.6,4.0,1000.0,6.667,1.3308,13.962.634.015.954.600,67.161
0.4,0.6,4.0,1000.0,6.667,1.3519,153.588.974.175.501,72.774
0.4,0.6,4.0,1000.0,6.667,1.3917,698.131.700.797.731,48.704
0.4,0.6,4.0,1000.0,6.667,53.546,2.094.395.102.393.190,21.394
0.4,0.6,4.0,1000.0,6.667,1.4093,3.490.658.503.988.650,69.174
0.4,0.6,4.0,1000.0,6.667,77.868,4.886.921.905.584.120,49.714
0.4,0.6,4.0,1000.0,6.667,93.799,6.283.185.307.179.580,88.419
0.4,0.6,4.0,1000.0,6.667,98.598,767.944.870.877.505,12.962
0.4,0.6,4.0,1000.0,6.667,1.0289,9.075.712.110.370.510,17.271
0.4,0.6,4.0,1000.0,6.667,1.0712,10.471.975.511.965.900,2.186
0.4,0.6,4.0,1000.0,6.667,1.1133,11.868.238.913.561.400,26.659
0.4,0.6,4.0,1000.0,6.667,1.1513,13.264.502.315.156.900,31.591
0.4,0.6,6.0,1000.0,6.667,28.207,14.660.765.716.752.300,"7,57E-01"
0.4,0.6,6.0,1000.0,6.667,1.1166,0.0,17.392
0.4,0.6,6.0,1000.0,6.667,1.1318,1.396.263.401.595.460,30.773
0.4,0.6,6.0,1000.0,6.667,1.1479,2.792.526.803.190.920,38.782
0.4,0.6,6.0,1000.0,6.667,1.1636,418.879.020.478.639,45.951
0.4,0.6,6.0,1000.0,6.667,1.1779,5.585.053.606.381.850,52.981
0.4,0.6,6.0,1000.0,6.667,1.1906,6.981.317.007.977.310,59.928
0.4,0.6,6.0,1000.0,6.667,1.2022,8.377.580.409.572.780,66.736
0.4,0.6,6.0,1000.0,6.667,1.2137,9.773.843.811.168.240,73.334
0.4,0.6,6.0,1000.0,6.667,1.2253,1.117.010.721.276.370,79.586
0.4,0.6,6.0,1000.0,6.667,55.574,12.566.370.614.359.100,28.613
0.4,0.6,6.0,1000.0,6.667,1.2364,13.962.634.015.954.600,85.927
0.4,0.6,6.0,1000.0,6.667,79.776,153.588.974.175.501,6.413
0.4,0.6,6.0,1000.0,6.667,98.287,698.131.700.797.731,98.851
0.4,0.6,6.0,1000.0,6.667,1.1941,2.094.395.102.393.190,14.966
0.4,0.6,6.0,1000.0,6.667,1.0277,3.490.658.503.988.650,19.421
0.4,0.6,6.0,1000.0,6.667,1.0539,4.886.921.905.584.120,24.127
0.4,0.6,6.0,1000.0,6.667,1.0786,6.283.185.307.179.580,29.203
0.4,0.8,10.0,1000.0,5.0,15.826,767.944.870.877.505,"1,71E-01"
0.4,0.8,10.0,1000.0,5.0,98.433,9.075.712.110.370.510,13.882
0.4,0.8,10.0,1000.0,5.0,99.181,10.471.975.511.965.900,15.762
0.4,0.8,10.0,1000.0,5.0,99.786,11.868.238.913.561.400,17.573
0.4,0.8,10.0,1000.0,5.0,1.1938,13.264.502.315.156.900,19.364
0.4,0.8,10.0,1000.0,5.0,1.1997,14.660.765.716.752.300,21.152
0.4,0.8,10.0,1000.0,5.0,1.0245,0.0,1.269
0.4,0.8,10.0,1000.0,5.0,1.0319,1.396.263.401.595.460,21.821
0.4,0.8,10.0,1000.0,5.0,1.039,2.792.526.803.190.920,26.488
0.4,0.8,10.0,1000.0,5.0,1.0454,418.879.020.478.639,29.828
0.4,0.8,10.0,1000.0,5.0,3.154,5.585.053.606.381.850,"6,57E-01"
0.4,0.8,10.0,1000.0,5.0,1.0511,6.981.317.007.977.310,33.024
0.4,0.8,10.0,1000.0,5.0,46.965,8.377.580.409.572.780,14.809
0.4,0.8,10.0,1000.0,5.0,61.821,9.773.843.811.168.240,26.695
0.4,0.8,10.0,1000.0,5.0,75.593,1.117.010.721.276.370,42.125
0.4,0.8,10.0,1000.0,5.0,86.909,12.566.370.614.359.100,60.356
0.4,0.8,10.0,1000.0,5.0,9.347,13.962.634.015.954.600,79.612
0.4,0.8,10.0,1000.0,5.0,95.919,153.588.974.175.501,98.856
0.4,0.8,20.0,100.0,5.0,99.205,767.944.870.877.505,"6,61E-01"
0.4,0.8,20.0,100.0,5.0,88.648,9.075.712.110.370.510,65.324
0.4,0.8,20.0,100.0,5.0,92.514,10.471.975.511.965.900,77.564
0.4,0.8,20.0,100.0,5.0,94.833,11.868.238.913.561.400,89.546
0.4,0.8,20.0,100.0,5.0,95.892,13.264.502.315.156.900,10.135
0.4,0.8,20.0,100.0,5.0,96.653,14.660.765.716.752.300,11.331
0.4,0.8,20.0,100.0,5.0,97.447,0.0,70.722
0.4,0.8,20.0,100.0,5.0,97.745,1.396.263.401.595.460,12.798
0.4,0.8,20.0,100.0,5.0,98.033,2.792.526.803.190.920,15.703
0.4,0.8,20.0,100.0,5.0,98.272,418.879.020.478.639,17.587
0.4,0.8,20.0,100.0,5.0,19.826,5.585.053.606.381.850,2.575
0.4,0.8,20.0,100.0,5.0,98.511,6.981.317.007.977.310,19.121
0.4,0.8,20.0,100.0,5.0,29.658,8.377.580.409.572.780,58.165
0.4,0.8,20.0,100.0,5.0,39.376,9.773.843.811.168.240,10.455
0.4,0.8,20.0,100.0,5.0,48.923,1.117.010.721.276.370,16.487
0.4,0.8,20.0,100.0,5.0,58.225,12.566.370.614.359.100,23.896
0.4,0.8,20.0,100.0,5.0,67.157,13.962.634.015.954.600,32.656
0.4,0.8,20.0,100.0,5.0,75.535,153.588.974.175.501,42.655
0.4,0.8,20.0,1000.0,5.0,17.867,698.131.700.797.731,"2,43E-01"
0.4,0.8,20.0,1000.0,5.0,97.865,2.094.395.102.393.190,14.898
0.4,0.8,20.0,1000.0,5.0,98.288,3.490.658.503.988.650,18.076
0.4,0.8,20.0,1000.0,5.0,9.868,4.886.921.905.584.120,20.768
0.4,0.8,20.0,1000.0,5.0,9.903,6.283.185.307.179.580,23.189
0.4,0.8,20.0,1000.0,5.0,99.342,767.944.870.877.505,25.423
0.4,0.8,20.0,1000.0,5.0,99.636,9.075.712.110.370.510,27.538
0.4,0.8,20.0,1000.0,5.0,9.991,10.471.975.511.965.900,29.555
0.4,0.8,20.0,1000.0,5.0,1.2016,11.868.238.913.561.400,3.146
0.4,0.8,20.0,1000.0,5.0,1.1941,13.264.502.315.156.900,33.339
0.4,0.8,20.0,1000.0,5.0,1.1966,14.660.765.716.752.300,35.281
0.4,0.8,20.0,1000.0,5.0,1.1989,0.0,15.971
0.4,0.8,20.0,1000.0,5.0,5.273,1.396.263.401.595.460,20.944
0.4,0.8,20.0,1000.0,5.0,68.946,2.792.526.803.190.920,35.801
0.4,0.8,20.0,1000.0,5.0,82.919,418.879.020.478.639,54.695
0.4,0.8,20.0,1000.0,5.0,9.198,5.585.053.606.381.850,76.329
0.4,0.8,20.0,1000.0,5.0,9.566,6.981.317.007.977.310,9.893
0.4,0.8,20.0,1000.0,5.0,96.611,8.377.580.409.572.780,12.113
0.4,0.8,20.0,1000.0,5.0,97.337,9.773.843.811.168.240,14.295
0.4,0.8,3.0,1000.0,5.0,2.779,1.117.010.721.276.370,"5,42E-01"
0.4,0.8,3.0,1000.0,5.0,1.3016,12.566.370.614.359.100,30.722
0.4,0.8,3.0,1000.0,5.0,1.3461,13.962.634.015.954.600,35.075
0.4,0.8,3.0,1000.0,5.0,1.3888,153.588.974.175.501,39.534
0.4,0.8,3.0,1000.0,5.0,1.4605,698.131.700.797.731,39.977
0.4,0.8,3.0,1000.0,5.0,1.4952,2.094.395.102.393.190,49.301
0.4,0.8,3.0,1000.0,5.0,1.5293,3.490.658.503.988.650,55.254
0.4,0.8,3.0,1000.0,5.0,1.5613,4.886.921.905.584.120,60.876
